images,masks
/disk_data/data/carvical/Cx22/patches/training/images/a304.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a304_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a0.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a0_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a331.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a331_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a359.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a359_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a111.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a111_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a292.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a292_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a99.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a99_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a43.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a43_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a242.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a242_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a269.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a269_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a125.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a125_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a323.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a323_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a177.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a177_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a23.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a23_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a197.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a197_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a363.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a363_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a302.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a302_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a216.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a216_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a58.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a58_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a12.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a12_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a253.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a253_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a4.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a4_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a337.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a337_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a56.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a56_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a85.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a85_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a9.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a9_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a88.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a88_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a176.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a176_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a18.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a18_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a338.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a338_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a218.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a218_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a17.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a17_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a172.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a172_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a390.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a390_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a339.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a339_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a98.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a98_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a391.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a391_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a84.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a84_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a348.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a348_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a369.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a369_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a124.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a124_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a222.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a222_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a238.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a238_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a31.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a31_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a285.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a285_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a117.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a117_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a171.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a171_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a10.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a10_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a184.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a184_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a6.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a6_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a65.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a65_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a373.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a373_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a208.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a208_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a153.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a153_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a116.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a116_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a228.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a228_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a263.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a263_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a26.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a26_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a152.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a152_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a290.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a290_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a368.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a368_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a75.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a75_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a254.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a254_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a81.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a81_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a305.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a305_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a295.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a295_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a76.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a76_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a281.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a281_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a272.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a272_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a352.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a352_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a316.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a316_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a284.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a284_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a66.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a66_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a362.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a362_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a291.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a291_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a306.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a306_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a173.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a173_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a166.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a166_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a353.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a353_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a376.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a376_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a196.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a196_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a315.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a315_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a358.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a358_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a136.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a136_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a5.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a5_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a110.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a110_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a133.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a133_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a380.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a380_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a387.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a387_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a178.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a178_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a336.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a336_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a122.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a122_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a179.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a179_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a342.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a342_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a21.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a21_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a293.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a293_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a259.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a259_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a321.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a321_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a126.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a126_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a209.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a209_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a212.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a212_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a7.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a7_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a109.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a109_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a397.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a397_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a268.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a268_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a151.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a151_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a288.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a288_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a174.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a174_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a240.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a240_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a94.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a94_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a183.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a183_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a245.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a245_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a379.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a379_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a265.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a265_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a160.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a160_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a332.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a332_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a355.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a355_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a361.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a361_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a264.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a264_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a340.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a340_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a317.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a317_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a91.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a91_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a83.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a83_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a67.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a67_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a328.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a328_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a147.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a147_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a384.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a384_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a320.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a320_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a204.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a204_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a159.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a159_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a129.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a129_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a161.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a161_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a346.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a346_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a193.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a193_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a314.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a314_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a2.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a2_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a40.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a40_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a219.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a219_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a148.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a148_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a330.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a330_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a303.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a303_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a237.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a237_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a383.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a383_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a142.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a142_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a327.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a327_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a33.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a33_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a349.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a349_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a1.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a1_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a221.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a221_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a101.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a101_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a48.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a48_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a360.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a360_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a325.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a325_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a395.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a395_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a299.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a299_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a82.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a82_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a154.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a154_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a27.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a27_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a53.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a53_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a59.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a59_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a241.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a241_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a180.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a180_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a141.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a141_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a211.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a211_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a198.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a198_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a249.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a249_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a372.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a372_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a217.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a217_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a36.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a36_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a282.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a282_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a92.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a92_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a294.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a294_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a389.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a389_nuc_ins.jpg
