images,masks
/disk_data/data/carvical/Cx22/patches/training/images/a366.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a366_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a367.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a367_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a72.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a72_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a44.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a44_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a280.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a280_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a56.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a56_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a132.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a132_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a248.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a248_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a321.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a321_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a166.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a166_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a17.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a17_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a134.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a134_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a52.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a52_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a318.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a318_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a6.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a6_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a332.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a332_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a29.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a29_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a292.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a292_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a179.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a179_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a116.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a116_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a50.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a50_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a336.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a336_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a296.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a296_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a268.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a268_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a195.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a195_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a363.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a363_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a309.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a309_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a65.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a65_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a229.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a229_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a69.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a69_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a272.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a272_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a2.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a2_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a68.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a68_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a215.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a215_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a177.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a177_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a27.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a27_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a198.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a198_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a136.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a136_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a187.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a187_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a186.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a186_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a340.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a340_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a88.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a88_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a84.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a84_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a287.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a287_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a91.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a91_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a57.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a57_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a35.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a35_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a55.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a55_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a315.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a315_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a1.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a1_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a191.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a191_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a347.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a347_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a392.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a392_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a190.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a190_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a24.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a24_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a214.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a214_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a384.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a384_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a312.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a312_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a341.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a341_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a331.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a331_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a351.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a351_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a170.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a170_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a381.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a381_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a43.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a43_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a102.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a102_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a104.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a104_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a60.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a60_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a77.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a77_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a33.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a33_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a327.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a327_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a113.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a113_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a111.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a111_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a257.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a257_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a154.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a154_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a290.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a290_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a78.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a78_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a16.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a16_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a390.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a390_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a59.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a59_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a212.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a212_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a209.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a209_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a234.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a234_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a236.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a236_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a160.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a160_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a220.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a220_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a356.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a356_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a20.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a20_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a320.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a320_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a47.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a47_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a371.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a371_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a143.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a143_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a204.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a204_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a81.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a81_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a317.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a317_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a146.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a146_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a71.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a71_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a14.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a14_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a222.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a222_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a301.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a301_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a261.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a261_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a391.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a391_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a269.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a269_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a227.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a227_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a118.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a118_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a285.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a285_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a11.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a11_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a61.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a61_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a83.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a83_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a105.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a105_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a19.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a19_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a172.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a172_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a377.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a377_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a334.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a334_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a244.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a244_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a164.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a164_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a385.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a385_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a10.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a10_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a387.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a387_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a90.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a90_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a396.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a396_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a192.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a192_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a93.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a93_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a228.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a228_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a325.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a325_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a157.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a157_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a333.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a333_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a205.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a205_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a263.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a263_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a92.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a92_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a382.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a382_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a314.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a314_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a36.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a36_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a274.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a274_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a258.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a258_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a163.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a163_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a64.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a64_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a360.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a360_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a344.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a344_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a238.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a238_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a48.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a48_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a110.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a110_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a96.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a96_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a373.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a373_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a273.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a273_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a254.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a254_cyto_clumps.jpg
